,label,tweet_id,tweet_text
6305,other_useful_information,'384762939946713089',Implementing partner National Rural Support Programme (NRSP) sets up our tents in #Pakistan after 2 #earthquakes hit. http://t.co/Wne74SXmCa
6306,other_useful_information,'384599891650957312',RT @AnasMallick: West of our country hit by a massive #EarthQuake and people of the Islamic Republic of Pakistan's prioritize to attend a CÂ
6309,other_useful_information,'383593518796513281',"Magnitude 1.8 #earthquake, 48.3 km NE of Pinnacles Ridge, NV http://t.co/QrxpVlpIkC"
6312,other_useful_information,'382952457371803648',RT @AlertNet: Magnitude 6.8 #earthquake strikes off southern coast of #Peru http://t.co/ToUHT6yqdr
6313,other_useful_information,'382996946379485185',"USGS reports a M0.9 #earthquake 10km WNW of Cobb, California on 9/25/13 @ 22:32:57 UTC http://t.co/c5iUeeGipX #quake"
6315,other_useful_information,'383968110086062080',"?#USGS #Breaking? M 2.0, 5km S of Volcano, Hawaii http://t.co/VejTXUO1wW #PastHour #2 #earthquake #tsunami #prayfromjapan"
6316,other_useful_information,'384063002254667776',"RT @KaleemAltafi: 6.8 magnitude earthquake in Pakistan, tremors felt in and around Delhi! #Earthquake"
6318,other_useful_information,'384882915642855424',"2.3 magnitude #earthquake. 4 mi from Daly City, CA, United States.http://t.co/gnNfMDmkXs"
6319,other_useful_information,'384182401045241856',"#earthquake M 2.5, Central Alaska: September 29, 2013 04:44:01 GMT http://t.co/bI81V7rhe7"
6320,other_useful_information,'383128371401482240',"?#USGS #alert? 6.1 - OFFSHORE CHIAPAS, MEXICO: Date: Thu, 26 Sep 2013 06:46:04 UTC... http://t.co/WqsnUc4Mqu #earthquake #tsunami #zuto"
6322,other_useful_information,'383891721169666048',"#Earthquake M 3.2, Wyoming http://t.co/dxi45AOXoY"
6324,other_useful_information,'384030441725915136',Editorial: Earthquakes and aid http://t.co/EbrNDZKgXC #earthquake
6325,other_useful_information,'384972764555538432',#earthquake M1.3: Central Alaska http://t.co/rE35mP11x2
6328,other_useful_information,'383519048543535104',"#Balochistan #earthquake: Magnitude 5 aftershock hits #Awaran http://t.co/yQwRGP900i"" #Pakistan via @geonews_english"
6329,other_useful_information,'383476065550606336',RT @SirZaidHamid: Earthquake in #Balochistan. Tremors felt in #Delhi. Clear proof of Indian involvement in Balochistan.
6331,other_useful_information,'382880817149526017',A small island appears after a massive quake in #pakistan near #Gwadar these lands are incredible. #prayforpakistan http://t.co/P7aYrGmNdq
6334,other_useful_information,'384232854986555392',"#Earthquake M 4.7, 24km NW of Kalumpang, Indonesia: Sunday, September 29, 2013 00:20:03 UTCSunday, September 2... http://t.co/sr2LIu6BeH"
6335,other_useful_information,'382915749788278784',"RT @SteveGrzanich: MORE: USGS downgrades #earthquake magnitude to 6.6. Epicenter S of Acari, Peru. No reports of damage yet."
6336,other_useful_information,'383239204882239488',"#earthquake M 4.8, Fiji Islands Region http://t.co/DxG6A2VzzU #TomohonKota.Com"
6337,other_useful_information,'384373285242159104',"USGS reports a M1.2 #earthquake 7km WNW of The Geysers, California on 9/29/13 @ 17:43:03 UTC http://t.co/RiazQVDNse #quake"
6338,other_useful_information,'383294709348962304',Seismologist says Pakistan quake island unlikely to last long http://t.co/cumGbIRc2s #quake #earthquake
6339,other_useful_information,'383227938860040192',#earthquake: M 4.6 - Pacific Ocean - East Tonga [Tongatapu] Havelu: Preliminary Earthquake Report:  Date/Tim... http://t.co/G0RbSQCwBW
6341,other_useful_information,'383711150874955776',"USGS reports a M1.7 #earthquake 13km W of Progreso, Mexico on 9/27/13 @ 21:50:56 UTC http://t.co/J3Gyjdo1So #quake"
6342,other_useful_information,'383224654217105408',Pakistani villagers reel from quake http://t.co/Ud7H32ib6C #quake #earthquake
6343,other_useful_information,'384581322448326656',"New #Earthquake #Pastday M 2.7, Puerto Rico region http://t.co/sa0dFzwrd5"
6348,other_useful_information,'383865578965856256',"One Again, heavy #Earthquake in #HyderabadSIndh, #Awaran #Sindh and #Baluchistan"
6350,other_useful_information,'383966285044125696',6.8 #Earthquake || Pakistan http://t.co/Q6gU0i9ID5
6351,other_useful_information,'383872359653855232',#Pakistan: 7.4-magnitude #Earthquake - http://t.co/dmWWQPqR0T
6353,other_useful_information,'383327421484658688',Silence: Earth is talking! http://t.co/NKUxWOwNAX - #climatechange #globalwarming #Earthquake  #Hurricane #Environment
6354,other_useful_information,'384469865530396672',RT @AJELive: USGS: New #quake measuring 6.8 in magnitude occurred in #Pakistan's Balochistan district of Awaran | Developing: http://t.co/QÂ
6357,other_useful_information,'383909732781539328',#BBC's @marklowen's at protests over #GoldenDawn party arrests +@AleemMaqbool's on island created by #Pakistan quake: #TheNewsroom live now
6360,other_useful_information,'383852352601473024',BBC News - Satellite measures #Pakistan 'quake island' http://t.co/LRYWLbSva0 #geology
6361,other_useful_information,'384223728877305856',Deadly blast rocks #PakistanÂs northwestern city of #Peshawar http://t.co/NHFm81oyhY via @AlArabiya_Eng
6362,other_useful_information,'383112728736317440',"USGS reports a M0.9 #earthquake 5km WNW of Cobb, California on 9/26/13 @ 6:14:06 UTC http://t.co/bya5jJQtCU #quake"
6363,other_useful_information,'384320878332628992',"""@PakMilitaryNews Addresses of #PakArmy's Collection Points for #PKrelief items for earthquake affected &gt; http://t.co/Yb7Y5cbqH2 #Pakistan"
6364,other_useful_information,'383441419823611904',RT @MSNArabia: #Korat #Pakistan hit by 7.8-magnitude #earthquake: USGS http://t.co/plGdfxYqO7
6373,other_useful_information,'383600019695501312',Abdul Quddos Bazanjo: We urged militants not to attack rescue teams as people of #Balochistan need relief.
6375,other_useful_information,'384504969077878784',DPO #Awaran says two rockets fired at FC checkpost in #Earthquake hit city. No loss of life reported #Balochistan
6376,other_useful_information,'384668377278472192',"#Earthquake M 5.0, 142km NNW of Kandrian, Papua New Guinea: Monday, September 30, 2013 12:25:25 UTCMonday, Sep... http://t.co/sY7kMNdf4u"
6377,other_useful_information,'384380044883136512',5.1 #earthquake! Sun Sep 29 12:39:15 CDT 2013 near Southeast Indian Ridge http://t.co/jyqW2wMqu5
6378,other_useful_information,'384251099873419265',"2013-09-29 09:01:26 UTC | at 2km NE of Wofford Heights, #California ? 35.718Â°N 118.439Â°W | 1.5 SR, depth 2.70km          ...  #Earthquake"
6380,other_useful_information,'383067494862188544',#earthquake ML 4.1 EASTERN TURKEY http://t.co/boBPoJSuKq #TomohonKota.Com
6382,other_useful_information,'383554163264593920',"1.7 magnitude #earthquake. 8 km from Milpitas, CA, United States.http://t.co/ktHdKVD6NC"
6383,other_useful_information,'384225075076923392',"?#USGS #alert? M 2.6, Southern Yukon Territory, Canada http://t.co/lu5lPMQPNT #Pastday #earthquake #tsunami #prayfromjapan"
6384,other_useful_information,'384551204384022529',"USGS reports a M0 #earthquake 15km ESE of Yosemite Valley, California on 9/30/13 @ 5:31:31 UTC http://t.co/PxkWU9YSjJ #quake"
6385,other_useful_information,'384418440192090112',"RT @pacificbware: Kuril Islands RT @equakea: #earthquake: (GMT) M 5.3, Kuril Islands http://t.co/Cfw4IxgT8b"
6390,other_useful_information,'383817890555645952',"?#USGS #alert? M 1.1, Southern California: September 28, 2013 04:52:34 GMT http://t.co/7JfmMWmxud #earthquake #tsunami #prayfromjapan"
6391,other_useful_information,'384824437251792896',"Magnitude 3.1 Earthquake in Sweetwater County, southwest Wyoming. http://t.co/KhsirQsBXo #quake #earthquake"
6393,other_useful_information,'383870656468623360',Another big #earthquake shake #Pakistan 6.8 http://t.co/fhafustJFi
6396,other_useful_information,'382982289254121472',"RT @QuakeFactor: QuakeFactor M 6.8, near the coast of southern Peru: Wednesday, September 25, 2013 16:42:42... http://t.co/0Vr9NMMJGx #eartÂ"
6398,other_useful_information,'384568255865565184',NewZealand is gonna sink if it keeps this up! #Earthquake -Central.
6399,other_useful_information,'384378753935110145',"?#USGS #Breaking? M 5.1, Southeast Indian Ridge http://t.co/Akapl02hZg #PastHour #51 #earthquake #tsunami #prayfromjapan"
6400,other_useful_information,'383379487682875392',"USGS reports a M1.3 #earthquake 74km ENE of Cape Yakataga, Alaska on 9/26/13 @ 23:49:59 UTC http://t.co/Shy6mK0nKo #quake"
6402,other_useful_information,'382892798292156416',"?#USGS #Breaking? M 1.1, 20km ESE of Anza, California http://t.co/R95mmBdKuy #PastHour #11 #earthquake #tsunami #prayfromjapan"
6404,other_useful_information,'382939242982567936',We just had an #earthquake rumble through #FrederickMD !  It lasted about 2-3 seconds
6405,other_useful_information,'383966420356190208',Useful update on #Balochistan #Earthquake by NDMA http://t.co/FCjBfbO4L6
6406,other_useful_information,'384428893156802560',"#Temblor? M 3.0, 172km E of Chitina, Alaska http://t.co/L8doCcJr8F #Earthquake #Sismo"
6408,other_useful_information,'383920961956749312',RT @gulf_news: Quake in #Pakistan: Hundreds of patients being treated in aftermath of last quake flee hospital in panic: http://t.co/IRA5ihÂ
6410,other_useful_information,'385040908749533184',RT @PawanDurani: Nasa releases images of new island formed in occupied #Balochistan earthquake http://t.co/OtNBWZeSwl
6411,other_useful_information,'384323660598636544',RT @PakMilitaryNews: Rescue and relief efforts by Pakistan Army continue in earthquake affected areas of #Balochistan http://t.co/RLITw3Bd3l
6413,other_useful_information,'383180230376300544',Stop worrying about new island formed by #earthquake. Its nothing will wipe out after some time. Just a result of upward pressure.
6414,other_useful_information,'384753002479095808',#earthquake M1.4: Central Alaska http://t.co/iOcUxwe1jJ
6417,other_useful_information,'383910620548304896',#BLA Terrorists attempting to hamper Rescue &amp; Relief ops of #Pakistan army/FC by Shooting at relief workers &amp; #Earthquake victims. #Awaran
6418,other_useful_information,'383535756683120640',#BLA terrorists RT @BabarMaliks: Another attack on helicopter helping #earthquake affectees near (cont) http://t.co/FMGCCroPZl
6419,other_useful_information,'384598838322798592',"RT @quakelist: #earthquake M 2.9, 52km N of Hatillo, Puerto Rico http://t.co/3woXxUs064"
6420,other_useful_information,'384881244204707840',"#Earthquake M 1.1, Greater Los Angeles area, California http://t.co/VtfIQ1AgD8"
6421,other_useful_information,'383916446171947008',when waves of #Earthquake traveled through our office http://t.co/IK2snDsE12
6424,other_useful_information,'384441807410827264',"New Island Off Pakistan's Coast May Be Mud Volcano, Scientists Say (PHOTOS) http://t.co/3OC2X1Z5YI #quake #earthquake"
6428,other_useful_information,'383913009611284480',"RT @AnsariAdil: RT @CNBCPAKISTAN: Just in: Official sources in #Awaran say casualties feared in Nokjo,near Mashkay, after recent 7.2 earthqÂ"
6430,other_useful_information,'384164909015379968',Pakistan quake region struck again http://t.co/wsMH1KFID7 #quake #earthquake
6432,other_useful_information,'383724004374089729',"USGS reports a M2 #earthquake 74km SE of Whittier, Alaska on 9/27/13 @ 22:40:45 UTC http://t.co/gSAtx5aWcp #quake"
6433,other_useful_information,'383932442446274560',Attacks on #Earthquake relief efforts is sufficient proof that Indian funded &amp; trained #BLA wants to enslave people of #Balochistan.
6434,other_useful_information,'384233362090504192',"USGS reports a M0.6 #earthquake 9km W of Cobb, California on 9/29/13 @ 8:24:55 UTC http://t.co/HD0FOy8J0Z #quake"
6435,other_useful_information,'382950504550391808',An earthquake creates new island in #Pakistan! News-O-Matic has the story at 5pm EST on the #iPad.
6437,other_useful_information,'384064468868542464',"Translation: #Balochistan #Earthquake - Statement of Dr. Allah Nazar, by Gibran Peshimam, https://t.co/4zgLOVctsm"
6439,other_useful_information,'383492474729406464',"#Earthquake at 20km ESE of Mecca, California 2.6 M. Detph 1.9 Km. - 2013-09-27 09:22:16 UTC http://t.co/Rad9qgNloW"
6440,other_useful_information,'384602841660133376',9/30@3:55am-- #earthquake prediction Ref.9/28@10:20am Tweet. EMSC saying 5.8 in the Northern Mid-Atlantic Ridge about 39 mins ago.
6441,other_useful_information,'382929068024668160',"""@TheIslamicUmmah: #Pakistan scrambles to reach quake victims http://t.co/pH0Hc9n3xy #Aljazeera Inna Lillah wa inna ilayhi rajioon"" Ameen"
6443,other_useful_information,'382900151943049217',"#Earthquake M 5.4, 125km W of Attu Station, Alaska: Wednesday, September 25, 2013 13:58:14 UTCThursday, Septem... http://t.co/5WhyO9IMRO"
6447,other_useful_information,'383099644999643136',#Earthquake in Edmond just now?
6450,other_useful_information,'383285824546029568',"RT @ComicRao: TTP have accepted the responsibility of Baluchistan #earthquake and creating new island.#PossibleNamesOfNewIsland  ""Mehsud KhÂ"
6451,other_useful_information,'383354626377920512',"?#USGS #Breaking? M 1.4, 43km WNW of Gabbs, Nevada http://t.co/Ilayd9MPba #PastHour #139 #earthquake #tsunami #prayfromjapan"
6452,other_useful_information,'383633428727336960',"1.9 magnitude #earthquake. 8 mi from Rancho Cucamonga, CA, United States.http://t.co/gq2CxytqBK"
6453,other_useful_information,'383957930263216129',RT @AJELive: A new #earthquake has struck the southwestern Pakistani province of Balochistan | Developing story: http://t.co/Qj2BU2IBuK
6457,other_useful_information,'384075989669928961',#NASA Releases Images of #Pakistan 'Mud Island' Formed By Earthquake - http://t.co/9bPXoF9xVo http://t.co/ttQBBd7PxJ
6460,other_useful_information,'383959917805441024',RT @JournoMoe: Another earthquake hits southwest #Pakistan - 6.8. So far 12 dead
6461,other_useful_information,'383912575005491200',"#USGS M 2.6, 80km NNW of Charlotte Amalie, U.S. Virgin Islands http://t.co/OjEcsOAzlZ #earthquake"
6463,other_useful_information,'384441641177604096',RT @nandaUganda: @MarkHibbsCEIP @ArmsControlWonk didn't #Pakistan just have a 7.7 earthquake? Prolly not a good place for nuclear reactors.
6467,other_useful_information,'383603884624584704',"RT @pranavsapra: You know what's fucked up? People saying ""I didn't feel the #Earthquake at all."" like they were deprived of some joy."
6468,other_useful_information,'382940965675487232',A new island discovered at #Gwadar after #Earthquake where Methane Gas is found. #Pakistan is truly blessed
6470,other_useful_information,'383280053464743936',RT @nycjim: #Pakistan gov't releases close-up photos of island created by deadly quake. http://t.co/8Uo0fTw63A http://t.co/2nL3l9N2iF
6472,other_useful_information,'384114853863890944',"USGS reports a M4.7 #earthquake 24km NW of Kalumpang, Indonesia on 9/29/13 @ 0:20:03 UTC http://t.co/8COrOAb1bB #quake"
6479,other_useful_information,'383782595932483584',"#Earthquake M 1.8, Kenai Peninsula, Alaska http://t.co/w7g8qcS7SR"
6480,other_useful_information,'384249209307668481',"#Earthquake M 4.5, 7km SSW of Kichera, Russia: Sunday, September 29, 2013 09:04:22 UTCSunday, September 29, 20... http://t.co/vxN1z723j7"
6482,other_useful_information,'383143928331243520',"#Earthquake at 112km WSW of Puerto Madero, Mexico 4.4 M. Detph 39.1 Km. - 2013-09-26 09:57:19 UTC http://t.co/FfBRSt0YOT"
6485,other_useful_information,'383476123025149952',"USGS reports a M4.8 #earthquake 107km WSW of Puerto Madero, Mexico on 9/27/13 @ 5:40:45 UTC http://t.co/5E8b4KX8h7 #quake"
6490,other_useful_information,'384156083809300480',"USGS reports a M1.7 #earthquake 73km W of Healy, Alaska on 9/29/13 @ 3:18:35 UTC http://t.co/q2FOfcK85v #quake"
6491,other_useful_information,'383224819199643649',"?#USGS #Breaking? M 1.3, 71km WSW of Cantwell, Alaska http://t.co/E5vNEfUmn6 #PastHour #13 #earthquake #tsunami #prayfromjapan"
6492,other_useful_information,'384810170896744448',"RT @SandraBulling1: #Pakistan earthquake: #CARE staff are safe, assessing the situation. Area is remote and sparsely populated, difficult tÂ"
6493,other_useful_information,'384481269390004224',"New #Earthquake #Pasthour M 2.8, Northern California http://t.co/QU4rQJphHB"
6496,other_useful_information,'383879521440501760',The earth that shakes tell you to stay grounded #earthquake
6497,other_useful_information,'383865748382564352',Aftershocks expected after 7.2 earthquake #Balochistan #Karachi #Pakistan
6499,other_useful_information,'384990485477355520',"New #Earthquake Magnitude 2.9, Tuesday, October 1 2013 at 11:19:01 pm (NZDT), 5 km south-east of Seddon: Public... http://t.co/bQaIcBNDj6"
6500,other_useful_information,'383861117526605824',#earthquake M  7.0  PAKISTAN: MagnitudeÂ Â M  7.0RegionÂ Â PAKISTANDate timeÂ Â 2013-09-28   07:34:14.0 UTCLocationÂ ... http://t.co/IMBCflU08V
6501,other_useful_information,'384891977608609792',RT @WorldPTV: Relief and rescue operation continues in the quake struck areas of #Baluchistan as death toll in SaturdayÂs #earthquake risesÂ
6502,other_useful_information,'382971301905694720',RT @Meena_Thiru: More awesome #journalism from @M_C_B Everything you need to know about the #Pakistan earthquake in under 6 minutes http://Â
6504,other_useful_information,'383630458463866880',"RT @faizanlakhani: Firing at helicopter carrying relief goods for earthquake victims in Awaran district, no loss reported. #Pakistan"
6507,other_useful_information,'385037202708635648',"?#USGS #alert? M 1.2, Kenai Peninsula, Alaska: October 01, 2013 13:29:19 GMT http://t.co/qf0dg7tUup #earthquake #tsunami #prayfromjapan"
6509,other_useful_information,'382907403714306049',"1.6 magnitude #earthquake. 35 mi from Oildale, CA, United States.http://t.co/QMs5Ykp5zD"
6510,other_useful_information,'385017758959665152',"#earthquake: M 1.4, Southern Alaska http://t.co/6dyZW3CcmO"
6511,other_useful_information,'384389604016521216',"RT @Madina_e_Sani: Despite attacks on #earthquake relief workers, most #Pakistani politicians/media reluctant to condemn #BLA terrorists baÂ"
6517,other_useful_information,'384525635034435584',"#Earthquake of M 5.0 - 6km NW of Curanilahue, Chile http://t.co/2cIhvgeVE6"
6518,other_useful_information,'383983239473287168',"2.1 magnitude #earthquake. 35km W of Valdez, Alaska.http://t.co/HabPfx3wBY"
6521,other_useful_information,'384631339711856640',Security fears hold back relief work in quake-hit #Balochistan  http://t.co/OxFhK89Qeo #Pakistan
6524,other_useful_information,'384562304261427201',"RT @QuakesToday: 6.7 magnitude #earthquake. 137km ENE of L'Esperance Rock, New Zealand.http://t.co/WjW23pH76G"
6525,other_useful_information,'383687288368033792',"Quake M 2.5, Northern California - http://t.co/44dTQv33qO #earthquake #quake"
6526,other_useful_information,'383674726855737344',RT @Nabeel_Chohan: Some geologist are saying the Earthquake was so massive that Pakistan's coastline has permanently been changed #PrayforPÂ
6530,other_useful_information,'384301786213122048',RT @AzRxs: Nasa rleased pic of newly formed island in #gawadar after #eathquake in #Pakistan http://t.co/4pYEwr6z1N
6531,other_useful_information,'382831394457522176',The deadliest earthquakes in Asia since 2010 http://t.co/Gxv2eJevEo via @etribune #earthquake
6532,other_useful_information,'384092924016734208',"RT @QuakesToday: 4.8 magnitude #earthquake. 221km NW of Saumlaki, Indonesia.http://t.co/06ZgW6eBEL"
6534,other_useful_information,'382972830750871552',Small Island Emerges After Huge Pakistan Earthquake http://t.co/wpphiRqr1e #Pakistan #Earthquake
6539,other_useful_information,'383689254032789505',"USGS reports a M1.8 #earthquake 5km SSE of Cottonwood, California on 9/27/13 @ 20:23:42 UTC http://t.co/vZ02PqmRw4 #quake"
6542,other_useful_information,'384119330763333632',"Our Emergency Readiness Wheel provides vital info on what to do in case of an #earthquake, severe weather and more.  http://t.co/iLnSpaA3l6"
6544,other_useful_information,'383862609097031680',"Tremors felt in #Karachi, #Larkana and #Quetta #earthquake"
6546,other_useful_information,'384836339293634560',"#Temblor? M 4.7, 1km NE of Borazjan, Iran http://t.co/wikwUonfg9 #Earthquake #Sismo"
6548,other_useful_information,'383060559177854977',RT @abc13houston: UPDATE: Massive quake in southwest #Pakistan kills 210 http://t.co/zifus0VpNU #abc13
6550,other_useful_information,'383882560692301824',"#Earthquake at 12km W of Progreso, Mexico 2.8 M. Detph 13.4 Km. - 2013-09-28 11:07:31 UTC http://t.co/cbnSd3y3c0"
6552,other_useful_information,'383541085831569408',RT @PT_Foundation: .@TBIJ has launched a news website to track drone deaths in #Pakistan  http://t.co/0hoSRFIX9J @STWuk #AntiWar @_AntiWar_Â
6553,other_useful_information,'383899914700595200',"RT @YarMoeed: 6.8 magnitude #earthquake, 96km NNE of Awaran, Sep 28 12:34pm at epicenter ( 133km Dalbandin, depth 15km)."
6554,other_useful_information,'382851847545167872',So #NUST is the most important issue of tweetistan. #EarthQuake
6556,other_useful_information,'383602652929478657',#aomarkb #awaran hartquake report just click this link #gwank.org http://t.co/28tjUyAOMf
6558,other_useful_information,'383556878627643392',Aftershock rocks quake-hit areas of #Pakistan http://t.co/ksmVF24v08
6559,other_useful_information,'382981219212099585',RT @DailyObvious: Earthquake caused an island to reemerge after 67 yrs.its called ÂZalzala KohÂ acc to local fisermen #Gwadar #Pakistan httÂ
6560,other_useful_information,'382920046541934593',According to officials a new island formed from a deadly massive 7.7M earthquake in #Pakistan.
6563,other_useful_information,'383970308153028608',"?#USGS #alert? M 1.0, Central California: September 28, 2013 14:56:10 GMT http://t.co/ZLEQBAfsJB #earthquake #tsunami #prayfromjapan"
6564,other_useful_information,'383309902329810944',"while @UN stands ready 2 lend assis. w earthquake, @JuD_Official is way ahead &amp; doing a commendable job.  #Pakistan #Balochistan #earthquake"
6566,other_useful_information,'383348937806995456',"#earthquake #NZ: Magnitude 3.2, Friday, September 27 2013 at 9:15:33 am (NZST), 10 km south of Te Anau http://t.co/IiTaVSsnWb"
6568,other_useful_information,'383182521540026368',"RT @CNNVideo: A deadly #earthquake in #Pakistan was so powerful that it created a new island, according to experts:  http://t.co/B4h76tNqsC"
6570,other_useful_information,'383513712935452673',"5.2 magnitude #earthquake near  LUZON, PHILIPPINES  http://t.co/vYN80bTek3"
6574,other_useful_information,'384607921767976960',"RT @OfficialWarid: Have you seen the island that has emerged near the #Gwadar coast due to the recent #Earthquake? Apparently, it is emittiÂ"
6576,other_useful_information,'384945040172130304',"?#USGS #Breaking? M 1.0, 4km WNW of Cobb, California http://t.co/fv98RuxFhQ #PastHour #1 #earthquake #tsunami #prayfromjapan"
6577,other_useful_information,'384728729731072000',"RT @Baloch_istan: BBC Urdu claim Baloch militant group helping the #earthquake victims,but did not mention where these people got resourcesÂ"
6580,other_useful_information,'383926604201603072',"2.8 magnitude #earthquake. 80km NNW of Charlotte Amalie, U.S. Virgin Islands.http://t.co/erVfzZnFp1"
6584,other_useful_information,'384326287428313088',"#Earthquake of M 4.2 - 46km W of Awaran, Pakistan http://t.co/M0hHagJcYp"
6586,other_useful_information,'383779853436063744',"USGS reports a M1.2 #earthquake 6km SSW of Cabazon, California on 9/28/13 @ 2:23:06 UTC http://t.co/oNFnZKf9YQ #quake"
6588,other_useful_information,'383068462567796736',Strong #earthquake Near The Coast Of Southern Peru Mag 6.8 Depth 33 km #PocketWeather http://t.co/Iu0wLQpzfr
6589,other_useful_information,'384980972833628161',#BalochistanEarthquake victim of mother nature.And #BalochGenocide by #pakistan &amp; the silent international community http://t.co/1GhmnPbK3v
6592,other_useful_information,'384822141012942849',#earthquake M1.8: Southern Alaska http://t.co/ivyGaJIiqh
6595,other_useful_information,'382864789304664065',"A new Island emerged after #earthquake in #Gwadar,its called ÂZalzala Koh'' by the locals,Lets hope the gvt stays awy http://t.co/ibKLYcBsM9"
6597,other_useful_information,'383727071010123776',"#Earthquake of M 5.0, 116km SE of Honiara, Solomon Islands http://t.co/T4zytENsmO"
6606,other_useful_information,'383327801509564416',#earthquake: M 3.1 - Asia Turkey [Elaz??] Kovancilar: Preliminary Earthquake Report:  Date/Time: 26.09.2013 ... http://t.co/6U62ndwdj0
6608,other_useful_information,'384906941673123840',"RT @AsimBajwaISPR: #Earthquake: Collection points: Kci: COD, 4 points in DHA, Lhr; Fortress, 4 in DHA, Rwp; Race course/ polo Ground, Isd; Â"
6609,other_useful_information,'383171233912598528',#Pakistan Devastating earthquake in Pakistan creates a new island - The Hindu: The HinduDevastating earthquake... http://t.co/Domu9TRBOY
6615,other_useful_information,'384288195707670528',RT @NewsBreaker: Satellite photo shows #Pakistan earthquake did indeed create a new island http://t.co/6dnkl6zNYy http://t.co/K8NWXZIVsM
6618,other_useful_information,'383969020463955968',"#earthquake: USGS Earthquake Alert: M 3.3 - 73km NNW of Charlotte Amalie, U.S. Virgin Islands http://t.co/2EF1q1I1ma"
6624,other_useful_information,'383372138486325248',"""Pop-up island"" emerges after 7.7M #earthquake shook Pakistan http://t.co/Ite4PJZ0rg"
6625,other_useful_information,'384654119870689280',"""@NASA_EO: View from space: Earthquake island before and after [EarthSky] http://t.co/jri09YMPpX"" #Pakistan"
6626,other_useful_information,'383204606190157824',"#earthquake #NZ: Magnitude 2.4, Thursday, September 26 2013 at 11:51:53 pm (NZST), 5 km south-east of Seddon http://t.co/XoFtyH69tt"
6627,other_useful_information,'383111952773312513',Huge #Disaster in #Balochistan after 7.8 Magnitude of Earth #Quake.  #PMLN #ISPR #Pakistan http://t.co/A1xSbOXO6a
6628,other_useful_information,'383894655597023232',"RT @ErumManzoor: #Earthquake 300 Pak soldiers are present in Awaran, Khuzdaar rescuing, saving lives and their number will increase by mornÂ"
6629,other_useful_information,'383166710989090816',#Earthquake of M 5.4 - Reykjanes Ridge http://t.co/8xuw87j3dK
6631,other_useful_information,'384408711462019073',#NASA Releases Images of #Pakistan (Gawadar) ÂMud IslandÂ Formed By #Earthquake http://t.co/z0T166xqQU
6634,other_useful_information,'384399899095080960',First-hand footage of #Earthquake #Island created as a result of 7.7 magnitude quake on 24th September offshore... http://t.co/zZwGaKiIjS
6637,other_useful_information,'384911268047380480',RT @KTVU: USGS reports 2.3 magnitude #earthquake struck at 8:26pm 3 miles west of #DalyCity
6639,other_useful_information,'383469337924755456',"#earthquake M 5.0, South Sandwich Islands Region http://t.co/eRSFQVBeXu #TomohonKota.Com"
6640,other_useful_information,'382912630517555200',MAJOR ALERT 14min ago #EARTHQUAKE OFF SHORE #PERU Mag 6.8   6.8 magnitude #quake 101km from #marcona #ica Peru http://t.co/4uMeihRYBz
6642,other_useful_information,'383474701928235008',Baloch separatists urged to halt attacks in quake-affected areas #Balochistan #earthquake #Dunyatv
6644,other_useful_information,'385010258914983936',"#earthquake M 2.6, Virgin Islands region: October 01, 2013 09:50:50 GMT http://t.co/JxvAnZo6hG"
6647,other_useful_information,'384180840210526208',"#earthquake M 2.5, Central Alaska http://t.co/DZQwkzcf5P"
6648,other_useful_information,'382905033525706752',New Island erupts off the coast of #pakistan #earthquake #MudVolcano http://t.co/D0mQxCeiom
6649,other_useful_information,'383154032648273921',"1.5 magnitude #earthquake. 3 mi from Union City, CA, United States.http://t.co/XWPAtIoY2K"
6653,other_useful_information,'382981221912809472',"?#USGS #alert? M 1.8, Nevada: September 25, 2013 21:20:43 GMT http://t.co/tgZdmiwWQH #earthquake #tsunami #prayfromjapan"
6655,other_useful_information,'383391858279202816',"1.9 magnitude #earthquake. 8 mi from Corona, CA, United States.http://t.co/S0JrTWWaNs"
6658,other_useful_information,'384564568208318464',"3.0 magnitude #earthquake. 63 km from Arecibo, PR, United States.http://t.co/6lLNitzyYI"
6659,other_useful_information,'383565304867332096',RT @bqt92_bot: Was another nuclear terrorism carried out?  http://t.co/QJdn8wopvU #japan #tsunami #fukushima #earthquake #9_11 #nazism = #zÂ
6660,other_useful_information,'383676218773491712',"1.7 magnitude #earthquake. 24 mi from Magalia, CA, United States.http://t.co/EzmjhCyMl0"
6667,other_useful_information,'382938296671666176',RT @DashhacksDan: Meanwhile in melbourne #melbourne #thunder #storm #lightning #earthquake http://t.co/HKAKc06qJD
6669,other_useful_information,'384921631225028608',RT @SyedFarhanShah3: PMLN's 'Chemical weapon' attack on #Pakistan   Electricity up 40%  Petrol Rs 4.12 up Diesel Rs 4.69 up Kerosene Rs 2.1Â
6670,other_useful_information,'383494536548188161',"?#USGS #alert? M 2.6, Southern California http://t.co/WiZpRcKnmc #Pasthour #earthquake #tsunami #prayfromjapan"
6671,other_useful_information,'383863677620736000',"USGS reports a M2.3 #earthquake 9km NE of San Antonio Heights, California on 9/28/13 @ 7:55:38 UTC http://t.co/FSy8Y10RDb #quake"
6672,other_useful_information,'383178390578024450',"USGS reports a M1.7 #earthquake 25km ENE of Pine Valley, California on 9/26/13 @ 10:34:32 UTC http://t.co/9da9YU6SDu #quake"
